# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT_ID	DOCULECT	FAMILY	REGION	VALUE	ALIGNMENT	COGNATE_SET	SOURCE	SEGMENTS
2062	381.0	to cry	tuku1254	Tokodede	Austronesian	Timor	'se:ɔ		nan		ˈs eː ɔ
2496	381.0	to cry	adan1251	Adang	Timor-Alor-Pantar	Alor	ahaɲ		g		a h a ɲ
3082	381.0	to cry	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈtaniŋ		n		ˈt a n i ŋ
3469	381.0	to cry	sika1262	Sika	Austronesian	Flores	t̪ani		n		t̪ a n i
12464	381.0	to cry	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	biakda		nan		b i a k d a
12465	381.0	to cry	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	ʔahany		nan		ʔ a h a n y
12466	381.0	to cry	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	fel		j		f e l
12467	381.0	to cry	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	ahɛif		d		a h ɛ i f
12468	381.0	to cry	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	kəwéye		f		k ə w é y e
12469	381.0	to cry	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	kɑriɑ		i		k ɑ r i ɑ
12470	381.0	to cry	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	wiir		nan		w ii r
12471	381.0	to cry	kira1248	Kiraman	Timor-Alor-Pantar	Alor	bir		2		b i r
12472	381.0	to cry	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	bir		2		b i r
12473	381.0	to cry	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	kiya		nan		k i y a
12474	381.0	to cry	rett1240	Reta	Timor-Alor-Pantar	Alor	kou		nan		k o u
12475	381.0	to cry	sawi1256	Sawila	Timor-Alor-Pantar	Alor	kiiri		nan		k ii r i
12476	381.0	to cry	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	bagis		nan		b a g i s
12477	381.0	to cry	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	baag		nan		b aa g
12478	381.0	to cry	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	bow		nan		b o w
12479	381.0	to cry	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	bágu		nan		b á g u
12480	381.0	to cry	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	bow		nan		b o w
12481	381.0	to cry	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	bow		nan		b o w
12482	381.0	to cry	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	bagu		nan		b a g u
12483	381.0	to cry	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	bagu		nan		b a g u
12484	381.0	to cry	dein1238	Deing	Timor-Alor-Pantar	Pantar	baag		nan		b aa g
12485	381.0	to cry	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	'bago, 'bagi, 'bagaŋ		1		ˈb a g o
12486	381.0	to cry	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	'bago		nan		ˈb a g o
12487	381.0	to cry	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	halli		b		h a ll i
12488	381.0	to cry	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	kiaru		nan		k i a r u
12489	381.0	to cry	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	ki:d		c		k iː d
12490	381.0	to cry	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	gii		nan		g ii
12491	381.0	to cry	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'hɔlɔn		nan		ˈh ɔ l ɔ n
12492	381.0	to cry	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	koo		nan		k oo
16320	381.0	to cry	kula1280	Kula	Timor-Alor-Pantar	Alor	ki		nan		k i
16921	381.0	to cry	wers1238	Wersing	Timor-Alor-Pantar	Timor	kɔ		nan		k ɔ
17512	381.0	to cry	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈɡiar	nan	nan	nan	ˈɡ i a r
18083	381.0	to cry	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	hɔlon		nan		h ɔ l o n
18669	381.0	to cry	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	vau, bau		nan		v a u
19209	381.0	to cry	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	fel		j		f e l
19679	381.0	to cry	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	tanɪs		nan		t a n ɪ s
20111	381.0	to cry	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'tanĩ	nan	nan	nan	ˈt a n ĩ
20421	381.0	to cry	kema1243	Kemak	Austronesian	Timor	'siɔ		nan		ˈs i ɔ
20867	381.0	to cry	fata1247	Fataluku	Timor-Alor-Pantar	Timor	a'rurɛ		nan		a ˈr u r ɛ
21462	381.0	to cry	sawi1256	Sawila	Timor-Alor-Pantar	Alor	kiri		nan		k i r i
22048	381.0	to cry	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	tanɪs		nan		t a n ɪ s
22699	381.0	to cry	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	əˈra		nan		ə ˈr a
23179	381.0	to cry	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	biakda		nan		b i a k d a
23481	381.0	to cry	mamb1306	Mambai	Austronesian	Timor	'sɛro		nan		ˈs ɛ r o
23749	381.0	to cry	laka1255	Lakalei 	Austronesian	Timor	'sɛrɔ		nan		ˈs ɛ r ɔ
24245	381.0	to cry	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	əˈra		nan		ə ˈr a
25272	381.0	to cry	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	e̞n.rä		nan		e̞ n r ä
25273	381.0	to cry	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	enra		nan		e n r a
26084	381.0	to cry	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	hɔlon		m		h ɔ l o n
26667	381.0	to cry	keda1252	Kedang	Austronesian	Lembata	ku'weʔ		o		k u ˈw e ʔ
27093	381.0	to cry	tetu1246	Tetun Dili 	Austronesian	Timor	'tɑnis		nan		ˈt ɑ n i s
27363	381.0	to cry	idat1237	Idate	Austronesian	Timor	'sɛro		nan		ˈs ɛ r o
27788	381.0	to cry	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈtani		n		ˈt a n i
28373	381.0	to cry	maka1316	Makasae	Timor-Alor-Pantar	Timor	iara		nan		i a r a
28764	381.0	to cry	abui1241-petle	Abui-Petleng	Timor-Alor-Pantar	Alor	fel		nan		f e l
28765	381.0	to cry	abui1241-petle-o	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	Alor	fel		nan		f e l
#
521	531.0	to curse	keda1252	Kedang	Austronesian	Lembata	ʔɔ'laʔ		nan		ʔ ɔ ˈl a ʔ
1126	531.0	to curse	kelo1247	Klon	Timor-Alor-Pantar	Alor	te erin tɔbaŋ		nan		t e _ e r i n _ t ɔ b a ŋ
1127	531.0	to curse	kelo1247	Klon	Timor-Alor-Pantar	Alor	ubin ubei		nan		u b i n _ u b e i
1782	531.0	to curse	cent2245-hewa	Hewa	Austronesian	Flores	pue		nan		p u e
2643	531.0	to curse	adan1251	Adang	Timor-Alor-Pantar	Alor	arahain		nan		a r a h a i n
3231	531.0	to curse	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈtumaŋ		nan		ˈt u m a ŋ
15538	531.0	to curse	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	'gejadi		nan		ˈg e j a d i
15539	531.0	to curse	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	'da:r bub		nan		ˈd aː r _ b u b
15540	531.0	to curse	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	ge'fai		nan		g e ˈf a i
16467	531.0	to curse	kula1280	Kula	Timor-Alor-Pantar	Alor	adusa		nan		a d u s a
17069	531.0	to curse	wers1238	Wersing	Timor-Alor-Pantar	Timor	gəwa mur		nan		g ə w a _ m u r
18232	531.0	to curse	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	sɔk		nan		s ɔ k
18818	531.0	to curse	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	nehe'gamar		nan		n e h e ˈg a m a r
19828	531.0	to curse	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	diɁan		nan		d i ʔ a n
21024	531.0	to curse	fata1247	Fataluku	Timor-Alor-Pantar	Timor	ina'cia		nan		i n a ˈc i a
21609	531.0	to curse	sawi1256	Sawila	Timor-Alor-Pantar	Alor	tatela		nan		t a t e l a
22197	531.0	to curse	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	diɁan		nan		d i ʔ a n
22848	531.0	to curse	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈpsata		nan		ˈps a t a
24394	531.0	to curse	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈpsata		nan		ˈps a t a
25590	531.0	to curse	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	to:.'be̞n.rä		nan		t oː ˈb e̞ n r ä
25591	531.0	to curse	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	toobenra		nan		t oo b e n r a
26234	531.0	to curse	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	sɔk		nan		s ɔ k
26816	531.0	to curse	keda1252	Kedang	Austronesian	Lembata	ʔɔ'laʔ		nan		ʔ ɔ ˈl a ʔ
27937	531.0	to curse	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈtuma		nan		ˈt u m a
28522	531.0	to curse	maka1316	Makasae	Timor-Alor-Pantar	Timor	ta'ili		nan		t a ˈi l i
#
391	400.0	to cut	keda1252	Kedang	Austronesian	Lembata	pɛ'riʔ		nan		p ɛ ˈr i ʔ
988	400.0	to cut	kelo1247	Klon	Timor-Alor-Pantar	Alor	hɔd		nan		h ɔ d
989	400.0	to cut	kelo1247	Klon	Timor-Alor-Pantar	Alor	təkuɲ		nan		t ə k u ɲ
1642	400.0	to cut	cent2245-hewa	Hewa	Austronesian	Flores	bati		nan		b a t i
1643	400.0	to cut	cent2245-hewa	Hewa	Austronesian	Flores	pati		nan		p a t i
2074	400.0	to cut	tuku1254	Tokodede	Austronesian	Timor	'kɛti		nan		ˈk ɛ t i
2515	400.0	to cut	adan1251	Adang	Timor-Alor-Pantar	Alor	tatɔ		2		t a t ɔ
3101	400.0	to cut	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈbelo, ˈpətə		m		ˈb e l o
3483	400.0	to cut	sika1262	Sika	Austronesian	Flores	pat̪i		m		p a t̪ i
13020	400.0	to cut	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	ha-weike		nan		h a w e i k e
13021	400.0	to cut	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	tafɛʔɛ		nan		t a f ɛ ʔ ɛ
13022	400.0	to cut	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ha-wek		a		h a w e k
13023	400.0	to cut	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	hor		5		h o r
13024	400.0	to cut	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	taʔai		2		t a ʔ a i
13025	400.0	to cut	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	tokon		4		t o k o n
13026	400.0	to cut	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	gəbok		nan		g ə b o k
13027	400.0	to cut	kira1248	Kiraman	Timor-Alor-Pantar	Alor	sot		c		s o t
13028	400.0	to cut	kira1248	Kiraman	Timor-Alor-Pantar	Alor	tek		c		t e k
13029	400.0	to cut	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	garoit		b		g a r o i t
13030	400.0	to cut	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	tuki		nan		t u k i
13031	400.0	to cut	rett1240	Reta	Timor-Alor-Pantar	Alor	pataki		nan		p a t a k i
13032	400.0	to cut	sawi1256	Sawila	Timor-Alor-Pantar	Alor	sumo		nan		s u m o
13033	400.0	to cut	sawi1256	Sawila	Timor-Alor-Pantar	Alor	waaka		nan		w aa k a
13034	400.0	to cut	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	tehé		nan		t e h é
13035	400.0	to cut	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	bah		nan		b a h
13036	400.0	to cut	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	boy		nan		b o y
13037	400.0	to cut	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	pataki		nan		p a t a k i
13038	400.0	to cut	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	boy		nan		b o y
13039	400.0	to cut	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	parás		nan		p a r á s
13040	400.0	to cut	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	toniŋ		nan		t o n i ŋ
13041	400.0	to cut	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	bóki		nan		b ó k i
13042	400.0	to cut	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	pataki		nan		p a t a k i
13043	400.0	to cut	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	pay		nan		p a y
13044	400.0	to cut	dein1238	Deing	Timor-Alor-Pantar	Pantar	baa		nan		b aa
13045	400.0	to cut	dein1238	Deing	Timor-Alor-Pantar	Pantar	de'		nan		d e ˈ
13046	400.0	to cut	dein1238	Deing	Timor-Alor-Pantar	Pantar	texei		nan		t e x e i
13047	400.0	to cut	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	pə'tako, pə'taki, pə'takaŋ		2		p ə ˈt a k o
13048	400.0	to cut	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	pa'tako		nan		p a ˈt a k o
13049	400.0	to cut	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	lu'ung		8		l u ˈu n g
13050	400.0	to cut	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	taxana		nan		t a x a n a
13051	400.0	to cut	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	ta'xa:r		7		t a ˈx aː r
13052	400.0	to cut	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'gɔrɔh		nan		ˈg ɔ r ɔ h
13053	400.0	to cut	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	gepesi		nan		g e p e s i
13054	400.0	to cut	p-timo1261	proto-TAP	Timor-Alor-Pantar		uti		nan		u t i
16339	400.0	to cut	kula1280	Kula	Timor-Alor-Pantar	Alor	gutuwa		nan		g u t u w a
16940	400.0	to cut	wers1238	Wersing	Timor-Alor-Pantar	Timor	gəpesi		nan		g ə p e s i
17531	400.0	to cut	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈbelo	nan	nan	nan	ˈb e l o
18102	400.0	to cut	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	giɛp		nan		g i ɛ p
18688	400.0	to cut	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	boi		nan		b o i
19228	400.0	to cut	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ha-wek		a		h a w e k
19698	400.0	to cut	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	'kɔɁa		nan		ˈk ɔ ʔ a
20126	400.0	to cut	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'pak:u	nan	nan	nan	ˈp a kː u
20438	400.0	to cut	kema1243	Kemak	Austronesian	Timor	'lobu		nan		ˈl o b u
20890	400.0	to cut	fata1247	Fataluku	Timor-Alor-Pantar	Timor	tɛtɛrɛ, sɔri, rɛkisɛ		nan		t ɛ t ɛ r ɛ
21481	400.0	to cut	sawi1256	Sawila	Timor-Alor-Pantar	Alor	pisi		nan		p i s i
22067	400.0	to cut	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	'kɔɁa		nan		ˈk ɔ ʔ a
22720	400.0	to cut	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈbelu		nan		ˈb e l u
23194	400.0	to cut	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	ha-weike		nan		h a w e i k e
23493	400.0	to cut	mamb1306	Mambai	Austronesian	Timor	'dɔ:		nan		ˈd ɔː
23763	400.0	to cut	laka1255	Lakalei 	Austronesian	Timor	'kɔʔa		nan		ˈk ɔ ʔ a
23764	400.0	to cut	laka1255	Lakalei 	Austronesian	Timor	tesi		nan		t e s i
24266	400.0	to cut	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈbelu		nan		ˈb e l u
25314	400.0	to cut	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	bä.'te̞k		nan		b ä ˈt e̞ k
25315	400.0	to cut	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	batek		nan		b a t e k
26103	400.0	to cut	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	gɔrɔk		g		g ɔ r ɔ k
26686	400.0	to cut	keda1252	Kedang	Austronesian	Lembata	pɛ'riʔ		nan		p ɛ ˈr i ʔ
27106	400.0	to cut	tetu1246	Tetun Dili 	Austronesian	Timor	'tɛsi		nan		ˈt ɛ s i
27376	400.0	to cut	idat1237	Idate	Austronesian	Timor	'tesi		nan		ˈt e s i
27807	400.0	to cut	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈbelo, ˈporoʔ		n		ˈb e l o
28392	400.0	to cut	maka1316	Makasae	Timor-Alor-Pantar	Timor	teri; sei		nan		t e r i
#
392	401.0	to cut down	keda1252	Kedang	Austronesian	Lembata	ta'diʔ		p		t a ˈd i ʔ
990	401.0	to cut down	kelo1247	Klon	Timor-Alor-Pantar	Alor	haban		nan		h a b a n
1644	401.0	to cut down	cent2245-hewa	Hewa	Austronesian	Flores	roʔa		nan		r o ʔ a
2516	401.0	to cut down	adan1251	Adang	Timor-Alor-Pantar	Alor	abɔʔɔi		3		a b ɔ ʔ ɔ i
3102	401.0	to cut down	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈɡəto		n		ˈɡ ə t o
13055	401.0	to cut down	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	ha-weike		nan		h a w e i k e
13056	401.0	to cut down	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	ʔaboʔoi		nan		ʔ a b o ʔ o i
13057	401.0	to cut down	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	tukong		4		t u k o n g
13058	401.0	to cut down	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	tukoong		4		t u k oo n g
13059	401.0	to cut down	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	aboʔoi		3		a b o ʔ o i
13060	401.0	to cut down	kira1248	Kiraman	Timor-Alor-Pantar	Alor	kop		6		k o p
13061	401.0	to cut down	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	kob		6		k o b
13062	401.0	to cut down	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	kiŋpu		nan		k i ŋ p u
13063	401.0	to cut down	rett1240	Reta	Timor-Alor-Pantar	Alor	hava		nan		h a v a
13064	401.0	to cut down	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	gour		nan		g o u r
13065	401.0	to cut down	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	goor		nan		g oo r
13066	401.0	to cut down	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	híba		nan		h í b a
13067	401.0	to cut down	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	síba		nan		s í b a
13068	401.0	to cut down	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	hiba		nan		h i b a
13069	401.0	to cut down	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	hibá		nan		h i b á
13070	401.0	to cut down	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	bóki		nan		b ó k i
13071	401.0	to cut down	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	siba		nan		s i b a
13072	401.0	to cut down	dein1238	Deing	Timor-Alor-Pantar	Pantar	gor		nan		g o r
13073	401.0	to cut down	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	'goro		nan		ˈg o r o
13074	401.0	to cut down	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	bailang		b		b a i l a n g
13075	401.0	to cut down	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	bubu		nan		b u b u
13076	401.0	to cut down	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	go:r		1		g oː r
13077	401.0	to cut down	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	cuen dei		nan		c u e n _ d e i
13078	401.0	to cut down	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	koli		nan		k o l i
16340	401.0	to cut down	kula1280	Kula	Timor-Alor-Pantar	Alor	kina		nan		k i n a
16941	401.0	to cut down	wers1238	Wersing	Timor-Alor-Pantar	Timor	koli		nan		k o l i
17532	401.0	to cut down	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	bakəˈtəŋ	nan	nan	nan	b a k ə ˈt ə ŋ
18103	401.0	to cut down	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	giɛp		nan		g i ɛ p
18689	401.0	to cut down	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	a'baŋ		nan		a ˈb a ŋ
19229	401.0	to cut down	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	tukong		4		t u k o n g
19230	401.0	to cut down	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	tukoong		4		t u k oo n g
19699	401.0	to cut down	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	ta:		nan		t aː
20891	401.0	to cut down	fata1247	Fataluku	Timor-Alor-Pantar	Timor	rɛ'kisɛ		nan		r ɛ ˈk i s ɛ
21482	401.0	to cut down	sawi1256	Sawila	Timor-Alor-Pantar	Alor	kina		nan		k i n a
22068	401.0	to cut down	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	ta:		nan		t aː
22721	401.0	to cut down	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	baˈkat		nan		b a ˈk a t
22722	401.0	to cut down	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈtoba		nan		ˈt o b a
23195	401.0	to cut down	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	ha-weike		nan		h a w e i k e
24267	401.0	to cut down	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	baˈkat		nan		b a ˈk a t
24268	401.0	to cut down	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈtoba		nan		ˈt o b a
25316	401.0	to cut down	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	hä.'mul		nan		h ä ˈm u l
25317	401.0	to cut down	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	hamul		nan		h a m u l
26104	401.0	to cut down	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	giɛp		*		g i ɛ p
26687	401.0	to cut down	keda1252	Kedang	Austronesian	Lembata	ta'diʔ		p		t a ˈd i ʔ
27808	401.0	to cut down	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈhobat		o		ˈh o b a t
28393	401.0	to cut down	maka1316	Makasae	Timor-Alor-Pantar	Timor	hau'lasi		nan		h a u ˈl a s i
#
373	382.0	to dance	keda1252	Kedang	Austronesian	Lembata	he'duŋ		o		h e ˈd u ŋ
969	382.0	to dance	kelo1247	Klon	Timor-Alor-Pantar	Alor	toɲ		nan		t o ɲ
1623	382.0	to dance	cent2245-hewa	Hewa	Austronesian	Flores	soka		nan		s o k a
2063	382.0	to dance	tuku1254	Tokodede	Austronesian	Timor	'dɑnsa		nan		ˈd ɑ ns a
2497	382.0	to dance	adan1251	Adang	Timor-Alor-Pantar	Alor	sabeak		4		s a b e a k
3083	382.0	to dance	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈsoka		e		ˈs o k a
12493	382.0	to dance	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	tohaijok		nan		t o h a i j o k
12494	382.0	to dance	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	masay		nan		m a s a y
12495	382.0	to dance	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	neikøli:		nan		n e i k ø l iː
12496	382.0	to dance	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	sɛbɛʔɛ		nan		s ɛ b ɛ ʔ ɛ
12497	382.0	to dance	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	tahaijok		7		t a h a i j o k
12498	382.0	to dance	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	sabɛ.aŋ		2		s a b ɛ a ŋ
12499	382.0	to dance	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	mayal		3		m a y a l
12500	382.0	to dance	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	sʊjɑŋ		6		s ʊ j ɑ ŋ
12501	382.0	to dance	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	tʊn		nan		t ʊ n
12502	382.0	to dance	kira1248	Kiraman	Timor-Alor-Pantar	Alor	toyen		9		t o y e n
12503	382.0	to dance	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	towen		7		t o w e n
12504	382.0	to dance	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	sakalele		nan		s a k a l e l e
12505	382.0	to dance	rett1240	Reta	Timor-Alor-Pantar	Alor	dali		nan		d a l i
12506	382.0	to dance	sawi1256	Sawila	Timor-Alor-Pantar	Alor	siika		nan		s ii k a
12507	382.0	to dance	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	sohal ‘lego-lego’, dial ‘fast lego-lego’, haman ‘slow lego-lego’		nan		s o h a l _ ‘ l e g o l e g o ’
12508	382.0	to dance	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	sohai ‘lego-lego’		nan		s o h a i _ ‘ l e g o l e g o ’
12509	382.0	to dance	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	dari		nan		d a r i
12510	382.0	to dance	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	dari		nan		d a r i
12511	382.0	to dance	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	sokil		nan		s o k i l
12512	382.0	to dance	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	sarosumba		nan		s a r o s u m b a
12513	382.0	to dance	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	dári		nan		d á r i
