ID,Form_ID,Cognateset_ID,Alignment,Source
630,630,5005,t u m - aʔa -,LexStat
631,631,10811,- a w o l o l o,LexStat
632,632,10821,l a w a t a,LexStat
633,633,4012,- l a h u n u,LexStat
634,634,4010,m - - a r aʔa n,LexStat
635,635,3571,- - - b u n i ʔ - -,LexStat
636,636,1384,m aʔa - - b -,LexStat
637,637,3011,n oʔo - -,LexStat
638,638,442,a r iʔi ŋ,LexStat
639,639,452,n oʔo d a ŋ,LexStat
640,640,2974,w u t u l u,LexStat
641,641,10382,h a r,LexStat
642,642,1963,t aʔa - - t a,LexStat
643,643,1984,f ɛ d p oi - -,LexStat
644,644,6114,l a m a -,LexStat
645,645,7139,t iʔi -,LexStat
646,646,6270,- - - - - - - - t - - aʔa t a,LexStat
647,647,6282,t i p u ŋ,LexStat
648,648,7117,t a p a h a,LexStat
649,649,5792,k o - - l o ŋ -,LexStat
650,650,1666,d i l - uʔu,LexStat
651,651,1663,p a r a ŋ,LexStat
652,652,1841,- - k a r oʔo -,LexStat
653,653,1308,m a d u l u ŋ,LexStat
654,654,6075,h u d i ŋ,LexStat
655,655,772,k u m u ŋ,LexStat
656,656,3404,t a r o w i,LexStat
657,657,4112,f i l i ŋ,LexStat
658,658,6689,- a b u l u ʔ,LexStat
659,659,10520,- b ɛ r ɛ ŋ -,LexStat
660,660,10757,ʔ a h a l a ʔ -,LexStat
661,661,5618,- - - t ɛ n ɛ -,LexStat
662,662,5743,b o n i -,LexStat
663,663,702,m aʔa - - l - - - a ʔ,LexStat
664,664,6782,d ɛ l ɛ w ɛ ŋ,LexStat
665,665,6796,m a n ɛ m ɛ ʔ,LexStat
666,666,2608,h a l oi -,LexStat
667,667,6378,- - - - - - d u l u ʔ -,LexStat
668,668,5769,p a l u h u,LexStat
669,669,717,l aʔa - - n a ʔ,LexStat
670,670,10469,- w ɛ l ɛ ʔ,LexStat
671,671,5422,- t ɛ n ɛ -,LexStat
672,672,3201,l eu,LexStat
673,673,10776,b a ʔ oi - - -,LexStat
674,674,6203,m o d i ʔ,LexStat
675,675,6162,m a l a ʔ,LexStat
676,676,7153,d o l o t - - aʔa t a,LexStat
677,677,3671,m a l ɛ h i ŋ,LexStat
678,678,722,- - - m aː r u,LexStat
679,679,1741,p a l aʔa - -,LexStat
680,680,5961,b a r u tʃ,LexStat
681,681,248,- - - a r iʔi ŋ,LexStat
682,682,275,n oʔo d a ŋ,LexStat
683,683,277,s a h a,LexStat
684,684,9132,- d u n u ʔ,LexStat
685,685,8425,ʔ a l ɛ p ɛ ŋ,LexStat
686,686,9317,- ʔ u - - m u n i ŋ - -,LexStat
687,687,9600,- t a n u t,LexStat
688,688,8631,a h ø l - -,LexStat
689,689,9102,a m a,LexStat
690,690,9348,m a t i ŋ,LexStat
691,691,8712,m o p o,LexStat
692,692,9298,t a r - a -,LexStat
693,693,9801,t o h ø,LexStat
694,694,9799,a h o w o t u h u,LexStat
695,695,7341,- - - - - w i - l i -,LexStat
696,696,7352,ʔ ei a - - - - - w i l i -,LexStat
697,697,9265,- - m i h i ʔ,LexStat
698,698,9462,t o h ø - -,LexStat
699,699,9818,- - - - - l a m i -,LexStat
700,700,9047,t ɛ ʔ ɛ ŋ,LexStat
701,701,9548,ʔ u r,LexStat
702,702,8273,l i l i ʔ -,LexStat
703,703,8158,m u - d i -,LexStat
704,704,8187,- o l o ʔ,LexStat
705,705,8105,- a m - - u d i,LexStat
706,706,8092,- n a - ʔ,LexStat
707,707,8140,- a d i ʔ,LexStat
708,708,7813,d o - w o ʔ,LexStat
709,709,9835,- - l aː m - -,LexStat
710,710,9167,n a - - - r o t o ʔ,LexStat
711,711,8767,- w ɛ tʃ ɛ ŋ - - -,LexStat
712,712,7473,h aʔa - - n,LexStat
713,713,8027,- - m i n i ʔ,LexStat
714,714,8332,- - - - ʔ ɛ n ɛ ʔ,LexStat
715,715,7775,- - - - f a ʔ,LexStat
716,716,7775,l a m i f a ʔ,LexStat
717,717,7787,l a m i l ɛ l ɛ ʔ,LexStat
718,718,7777,l a m i m a d a ŋ,LexStat
719,719,7777,l a m i m i d i -,LexStat
720,720,7790,l ɛ m m a ʔ,LexStat
721,721,8650,- a s a l a,LexStat
722,722,7893,ʔ a h a n j,LexStat
723,723,7993,m a s aj,LexStat
724,724,7985,n ei k ø l iː,LexStat
725,725,7984,s ɛ b ɛ ʔ ɛ -,LexStat
726,726,9245,d aː l - a - -,LexStat
727,727,7506,d i l t u b,LexStat
728,728,7565,t u b,LexStat
729,729,7686,- - ʔ oʔo ŋ,LexStat
730,730,9958,a l o w o a l a w u h u,LexStat
731,731,9971,ʔ aʔa n b a l i ŋ,LexStat
732,732,9488,d u t u - ʔ,LexStat
733,733,7434,- - - a p a ʔ u,LexStat
734,734,9372,a t a m - - aj,LexStat
735,735,9383,m aj - -,LexStat
736,736,9729,- w u - d - - i,LexStat
737,737,9019,- - l u h u ʔ,LexStat
738,738,9109,t uʔu - ʔ,LexStat
739,739,3834,k a k a ʔ,LexStat
740,740,9529,- - - f a - l a ʔ,LexStat
741,741,8482,b i h i ʔ,LexStat
742,742,9297,a w ɛ l b aʔa,LexStat
743,743,7405,- - - ʔ i h i,LexStat
744,744,7405,b ɛ l ʔ i h i,LexStat
745,745,7951,t a f ɛ ʔ ɛ,LexStat
746,746,7953,ʔ a b oʔo i -,LexStat
747,747,9407,a d i d,LexStat
748,748,8060,ʔ a b aʔa ŋ,LexStat
749,749,9443,t ɛ ʔ ɛ -,LexStat
750,750,9272,t ɛ ʔ ɛ - -,LexStat
751,751,8213,s a r i ŋ b i n i,LexStat
752,752,8395,ʔ u - b uʔu - - ŋ,LexStat
753,753,9616,- ø - d -,LexStat
754,754,8580,a r l i l i,LexStat
755,755,8603,- - - - a m i n i ʔ,LexStat
756,756,9113,- - - l aː p -,LexStat
757,757,8043,- a l u ŋ,LexStat
758,758,7569,ʔ a p a t - -,LexStat
759,759,8258,- - t a w oi - - -,LexStat
760,760,8242,- - t - ɛ d ɛ ʔ,LexStat
761,761,8527,ʔ a - p u - n -,LexStat
762,762,9642,ʔ a p e tʃ e ʔ,LexStat
763,763,8878,h a ʔ o r,LexStat
764,764,8960,ʔ a b - - iʔi ŋ,LexStat
765,765,8974,a d oʔo - - - -,LexStat
766,766,9700,- - ˀd i m i ŋ,LexStat
767,767,8081,- p ei,LexStat
768,768,7855,k u k u d u t - -,LexStat
769,769,7861,l iʔi ʔ,LexStat
770,770,7707,t a r aʔa - -,LexStat
771,771,8377,- a b o w o ʔ,LexStat
772,772,9429,ʔ a m a t a ŋ,LexStat
773,773,7588,- - w ɛ l - -,LexStat
774,774,9473,t - aʔa - - - u -,LexStat
775,775,8798,- - d u l i ŋ,LexStat
776,776,7746,w - a t ɛ l ɛ,LexStat
777,777,7725,- - - m i d i ʔ,LexStat
778,778,8459,t a w u n i ŋ,LexStat
779,779,9760,ʔ a d - a n a - -,LexStat
780,780,8287,- - p a l iʔi - - -,LexStat
781,781,8447,ʔ u k a r - a ŋ,LexStat
782,782,7326,- l o w o ʔ,LexStat
783,783,8899,- - - t aː - p a - ŋ,LexStat
784,784,8510,- ø d,LexStat
785,785,7600,l o w - - i,LexStat
786,786,8760,k a l uw i,LexStat
787,787,7300,- ʔ a t a n a -,LexStat
788,788,7834,t aʔa - - n a -,LexStat
789,789,5120,- n u - -,LexStat
790,790,10229,- aː l - - u,LexStat
791,791,7229,t o w o,LexStat
792,792,2873,w u t -,LexStat
793,793,2599,- i w ɛ h ɛ ŋ,LexStat
794,794,6228,t aː l a ŋ -,LexStat
795,795,6039,w ui t o ʔ,LexStat
796,796,2139,t u - r - l o ʔ -,LexStat
797,797,4907,t iʔi - - - - n u - -,LexStat
798,798,6929,- ai r - n u - -,LexStat
799,799,2171,- - ai r - n u - - - w a l - i - - - ŋ u,LexStat
800,800,10119,- ai r - - n u - - w a l - i ŋ a l u - - -,LexStat
801,801,7170,- - ai r - n u - w a l - i ŋ - - t o w o -,LexStat
802,802,2881,- - ai r - n u - - w a l - - i ŋ w o t -,LexStat
803,803,2427,- ai r - - n u - - w a l i ŋ - w i h i ŋ,LexStat
804,804,6239,- ai r - n u - - w a l - i ŋ t a l a ŋ -,LexStat
805,805,6051,- ai r - n u w a l - i ŋ w ui t o ʔ - - -,LexStat
806,806,2155,- ai r - n u w a l i ŋ t u r - l o ʔ,LexStat
807,807,4917,- ai r - - n u - - w a l - i ŋ t iʔi - - - n - i - -,LexStat
808,808,10128,- ai r - ia - l u - - -,LexStat
809,809,10161,- - - ai r - a - - - l u - w a l i - ŋ - n u,LexStat
810,810,10189,- ai r a l u w a l i ŋ a l u,LexStat
811,811,10176,- ai r a l u w a l i ŋ - t o w o,LexStat
812,812,10153,- ai r a l u w a l i ŋ w o t -,LexStat
813,813,10139,- ai r a l - - - u w a l i ŋ - w i h i ŋ,LexStat
814,814,7177,- ai r - t o w - o ʔ,LexStat
815,815,2863,- ai r - w u t -,LexStat
816,816,2436,- ai r i w i h i ŋ,LexStat
817,817,6249,- ai r - t a l - - a ŋ,LexStat
818,818,6059,- ai r - - - - i t o ʔ -,LexStat
819,819,2164,- ai r t u r - l o ʔ,LexStat
820,820,4928,- ai r - t i ʔ ɛ n u -,LexStat
821,821,5130,- - r a - - - - - n̥ u - -,LexStat
822,822,5139,- r a - - - n̥ u - - - ai r - a - - l u w a l - i ŋ - t o w o,LexStat
823,823,10235,- r a t - - a l u -,LexStat
824,824,7212,- r i b - n u - -,LexStat
825,825,5151,r i b - - - r a - - - n̥ u - -,LexStat
826,826,3093,- - b a p - - - a - - -,LexStat
827,827,3073,- - b a - p a - - - - -,LexStat
828,828,3055,d aʔa l a -,LexStat
829,829,4865,n o ʔ ei o l o t i,LexStat
830,830,5103,n o ʔ u d i ŋ ʔ o b o,LexStat
831,831,10685,n a m a r a,LexStat
832,832,10700,n o ʔ u d i ŋ,LexStat
833,833,959,n a w i ŋ - - - -,LexStat
834,834,5174,h ɛ ʔ ɛ w ui,LexStat
835,835,5179,ʔ a,LexStat
836,836,4235,l o w -,LexStat
837,837,6858,l a - - w e n,LexStat
838,838,6127,t oʔo - - - - ŋ,LexStat
839,839,7657,a r l i l i,LexStat
840,840,6313,k ɔ f a,LexStat
841,841,6755,l a r a - -,LexStat
842,842,4546,f u l a ŋ - - - - - - - -,LexStat
843,843,6579,- - t a m a l a -,LexStat
844,844,4887,m a r ɛ ŋ -,LexStat
845,845,1679,l a r - - - a -,LexStat
846,846,10765,t u - - ŋ - -,LexStat
847,847,4558,f u r a f u r a,LexStat
848,848,10790,- - f ia ŋ,LexStat
849,849,1729,ɛ r ua n e k a,LexStat
850,850,9982,b ou -,LexStat
851,851,1699,- ɛ r - - ua,LexStat
852,852,10196,- ɛ k a ŋ d a h ɛ t a r a n a ŋ,LexStat
853,853,1353,k ɔ f a - -,LexStat
854,854,10573,- a ŋ ĩ - - - - - -,LexStat
855,855,5327,- u r - - - a ŋ,LexStat
856,856,1939,- u r a ŋ f a r ɛ h a f a r ɛ h a,LexStat
857,857,5337,t a t a b - ei b ei,LexStat
858,858,7237,h i l a - - - - - - -,LexStat
859,859,4131,h i l - - - - a b i b a -,LexStat
860,860,2054,- t a n a ɔ dʒ a ŋ,LexStat
861,861,2755,- - - - t a f - - ɛu ŋ,LexStat
862,862,5639,a l u - - -,LexStat
863,863,3737,ɛ s,LexStat
864,864,6413,s a l dʒ u,LexStat
865,865,3931,- - k ɔ l ã - ŋ - b ei ŋ,LexStat
866,866,4668,d ɔ l a b a l ɔ l ɔ k ɔ ŋ,LexStat
867,867,3467,d ɔ - - l a,LexStat
868,868,10275,l a f ɔ -,LexStat
869,869,3984,f a r a h a,LexStat
870,870,96,b u m i,LexStat
871,871,3491,f a ŋ g ɔ -,LexStat
872,872,6671,f a t ɔ - -,LexStat
873,873,1559,f a t ɔ m a n a p a,LexStat
874,874,1523,- u h o -,LexStat
875,875,1547,t a g a,LexStat
876,876,1523,- u m u ŋ,LexStat
877,877,10327,f ei - - - -,LexStat
878,878,5987,t a h i - - - - -,LexStat
879,879,10343,ɔ dʒ ɔ -,LexStat
880,880,10349,u m b a -,LexStat
881,881,2736,- f u r - - a ŋ -,LexStat
882,882,2831,- - - b a nː a - -,LexStat
883,883,2396,- - - - l a t a,LexStat
884,884,3823,n u h a,LexStat
885,885,5471,s a w - - - a -,LexStat
886,886,2986,ɛ k a ŋ - - - - -,LexStat
887,887,2347,n i h a -,LexStat
888,888,5663,l a r a - ŋ - -,LexStat
889,889,1032,t ɛ n a -,LexStat
890,890,5847,l a dʒ a - -,LexStat
891,891,9060,b ua - - - -,LexStat
892,892,2571,k a f i - -,LexStat
893,893,2547,k a n o p a ŋ,LexStat
894,894,2549,f u f ɔ,LexStat
895,895,5722,t a l ɛ -,LexStat
896,896,4339,s a p a d a -,LexStat
897,897,383,b a l i - - - - -,LexStat
898,898,6513,b ɔ k a,LexStat
899,899,977,k ə - l a p a ŋ,LexStat
900,900,6626,d ɔ b a -,LexStat
901,901,1808,b i ŋ k u,LexStat
902,902,838,f u h u -,LexStat
903,903,339,h u p ɔ -,LexStat
904,904,3911,d u r i -,LexStat
905,905,1428,k i r - i -,LexStat
906,906,4458,- ɔ h a ŋ,LexStat
907,907,4833,b a t u -,LexStat
908,908,1327,p a k i ã ŋ -,LexStat
909,909,5166,- - - - l i k a -,LexStat
910,910,2490,- a p - - - - e,LexStat
911,911,6360,- p a n u h u ŋ,LexStat
912,912,357,- a f - - - - ɔ,LexStat
913,913,1996,- - - a f ɔ - -,LexStat
914,914,2502,- a f - - ɔ - -,LexStat
915,915,4719,p a r a -,LexStat
916,916,1306,f a r a h a m ɛ a ŋ,LexStat
917,917,3179,b a l ɔ f a,LexStat
918,918,5913,t a nː i ŋ,LexStat
919,919,3121,l a d u ŋ,LexStat
920,920,3605,- u m a -,LexStat
921,921,10010,u m a h a d a -,LexStat
922,922,509,u m a l a p u ŋ,LexStat
923,923,5364,d ɛ k i,LexStat
924,924,1896,p i t - - - - u -,LexStat
925,925,6993,l uo t a k a -,LexStat
926,926,5689,l uo - - -,LexStat
927,927,10058,k a dʒ - - ɔ - - -,LexStat
928,928,10709,k a dʒ - ɔ -,LexStat
929,929,479,k a dʒ ɔ k a m a ŋ,LexStat
930,930,4038,- - - - l ɔ l ɔ ŋ,LexStat
931,931,851,k a dʒ ɔ l i m a ŋ,LexStat
932,932,2521,k a dʒ ɔ - a p e,LexStat
933,933,5399,u f - i -,LexStat
934,934,5704,- - - r a m b u k u ŋ,LexStat
935,935,2957,i h i k i ŋ,LexStat
936,936,5995,k u - - l u k u ŋ,LexStat
937,937,3027,p a r i,LexStat
938,938,2686,p u h u ŋ -,LexStat
939,939,3710,- - - - p a r i,LexStat
940,940,5486,p a r i m u l ɛ ŋ,LexStat
941,941,1486,f a t - - - - a -,LexStat
942,942,5519,p a r i - - - - -,LexStat
943,943,8857,m u l a k u r a dʒ a f a,LexStat
944,944,8844,m u - l - - a p a r i -,LexStat
945,945,651,ua -,LexStat
946,946,656,m a l u -,LexStat
947,947,4153,- a p u -,LexStat
948,948,1128,t a kː a - - ua - m a l - - u,LexStat
949,949,6808,k a f ɔi -,LexStat
950,950,1048,k u r a dʒ a f a,LexStat
951,951,6876,a - g ɔ l,LexStat
952,952,5833,s a g u,LexStat
953,953,6749,t a f - - ɔ,LexStat
954,954,1575,f a t a -,LexStat
955,955,1469,f a t - - - a p u n a k a ŋ,LexStat
956,956,1377,t a p o -,LexStat
957,957,4250,k a d a f u,LexStat
958,958,4446,m ɔ t ɔ ŋ - - - -,LexStat
959,959,3246,k a dʒ ɔ b u r a k a ŋ,LexStat
960,960,3258,a rː ɛ ŋ,LexStat
961,961,456,p a t u - - - - - - ŋ,LexStat
962,962,470,m u k ɔ - -,LexStat
963,963,4368,p ao - -,LexStat
964,964,5194,k a s i -,LexStat
965,965,3846,n a ŋ k a -,LexStat
966,966,867,k u n dʒ u -,LexStat
967,967,541,k e p a,LexStat
968,968,3541,f a l a n ɛ f e k i ŋ,LexStat
969,969,4496,s u s - - - u -,LexStat
970,970,5859,s ia - -,LexStat
971,971,2275,f o r - a k a ŋ - -,LexStat
972,972,2650,- i h i k i ŋ,LexStat
973,973,830,r ui - - -,LexStat
974,974,5453,p u n u ŋ k a dʒ ɔ ŋ,LexStat
975,975,5447,h a k a ŋ,LexStat
976,976,6770,h a n a m e -,LexStat
977,977,6900,l ou -,LexStat
978,978,744,r a -,LexStat
979,979,6937,u r a k a ŋ,LexStat
980,980,3379,- - - - k u b a ŋ,LexStat
981,981,4177,- - - a t ɛ -,LexStat
982,982,3853,g i n dʒ a l,LexStat
983,983,3261,t ei ŋ k a r i k i ŋ,LexStat
984,984,2221,- - - - t a - - ɛ -,LexStat
985,985,4317,- - - f u r a ŋ,LexStat
986,986,6659,- - - - t ei ŋ,LexStat
987,987,3348,k ɔ t ɔ ŋ - -,LexStat
988,988,3317,r a t a - - - -,LexStat
989,989,814,f u l u k u ŋ,LexStat
990,990,2245,- m a t a ŋ - -,LexStat
991,991,2023,t i l u ŋ - - - -,LexStat
992,992,4950,n i r u ŋ - -,LexStat
993,993,4684,f a f a ŋ - -,LexStat
994,994,1199,b a m ɛ ŋ,LexStat
995,995,4161,f i f i ŋ,LexStat
996,996,6918,- u l ɔ ŋ,LexStat
997,997,9995,f ɛ f ɛ - l ɛ ŋ -,LexStat
998,998,4795,f u - - l i ŋ - -,LexStat
999,999,6141,h a n ɛ - - -,LexStat
1000,1000,796,f a k i ŋ - - - -,LexStat
1001,1001,2813,k a l a r a k a ŋ,LexStat
1002,1002,4959,n i r u ŋ f a ŋ g ɔ k ɔ ŋ,LexStat
1003,1003,4704,n i r u ŋ t ei ŋ,LexStat
1004,1004,1091,p i p i ŋ - -,LexStat
1005,1005,332,l i m a - - - - ŋ,LexStat
1006,1006,3343,- - l i m a - - - - - ŋ - -,LexStat
1007,1007,5185,l i m a ŋ - - - ɔ n - - ɔ ŋ,LexStat
1008,1008,2457,k a l u m a k a ŋ,LexStat
1009,1009,2459,t a n a ŋ g u l u ŋ,LexStat
1010,1010,888,t u h u -,LexStat
1011,1011,1110,f a r ɛ -,LexStat
1012,1012,4764,k a p u h - ɔ r ɔ ŋ,LexStat
1013,1013,5227,l a h a k a ŋ,LexStat
1014,1014,10243,p u k i ŋ,LexStat
1015,1015,6939,l a h a k a ŋ k u l u k u ŋ,LexStat
1016,1016,4071,l ei ŋ,LexStat
1017,1017,2780,l ei ŋ - - -,LexStat
1018,1018,3425,l ei ŋ u b ɔ ŋ,LexStat
1019,1019,6424,l ei ŋ ɔ n ɔ ŋ,LexStat
1020,1020,3910,k a n a d u l u ŋ,LexStat
1021,1021,396,p u n u ŋ,LexStat
1022,1022,6555,a l ɛ -,LexStat
1023,1023,6558,p u n u ŋ k aj ɔ ŋ,LexStat
1024,1024,10301,a l ɛ -,LexStat
1025,1025,6259,- - - - k u l i k i ŋ,LexStat
1026,1026,6469,- u k a -,LexStat
1027,1027,5600,h a r u k a ŋ,LexStat
1028,1028,5939,k a t - - - - u,LexStat
1029,1029,7260,m - a n au - -,LexStat
1030,1030,2376,t a f e f a,LexStat
1031,1031,1447,m a t a ŋ - l a r a,LexStat
1032,1032,1407,n i r u - - - ŋ m a t ɛ -,LexStat
1033,1033,5242,- a t a - -,LexStat
1034,1034,4735,n a - r a ŋ - -,LexStat
1035,1035,1174,- - - a n a - - - ŋ -,LexStat
1036,1036,4351,- k - - - a l a k e -,LexStat
1037,1037,10634,k a f a - - - - - e,LexStat
1038,1038,3688,- - - k a l a k e - - - -,LexStat
1039,1039,10541,- - - k a f a - - - - e,LexStat
1040,1040,4607,- i n a ŋ -,LexStat
1041,1041,2295,- a m a - - - -,LexStat
1042,1042,5076,- - t a t a -,LexStat
1043,1043,10858,- a r i ŋ -,LexStat
1044,1044,900,- f e - - - - l i ŋ,LexStat
1045,1045,900,- p a - - - - l a ŋ,LexStat
1046,1046,6318,k a r u m o - - - ŋ - - -,LexStat
1047,1047,6318,- - - - m a - - - n ɔ l e,LexStat
1048,1048,16,- g o - -,LexStat
1049,1049,35,- - m o - -,LexStat
1050,1050,45,m o,LexStat
1051,1051,73,n o - - - -,LexStat
1052,1052,1,k a m - - e,LexStat
1053,1053,7,- - i t e,LexStat
1054,1054,25,- - - m i -,LexStat
1055,1055,62,f e,LexStat
1056,1056,4940,l a h ɛ -,LexStat
1057,1057,226,n ɔ - - ŋ -,LexStat
1058,1058,573,ɛ t ɛ m u ŋ,LexStat
1059,1059,3741,k a l - - ɔ,LexStat
1060,1060,10618,n ɔ - - ŋ,LexStat
1061,1061,10417,- - p ai - -,LexStat
1062,1062,10417,- - p a r u,LexStat
1063,1063,10488,f ia r u,LexStat
1064,1064,10450,- - - n a ŋ g - - - - a,LexStat
1065,1065,10450,ɔ r ɔ n a ŋ g - - - - a,LexStat
1066,1066,10450,- - - n a ŋ g a dʒ a f a,LexStat
1067,1067,10431,- ɛ r ə - p - - i r a,LexStat
1068,1068,10497,p a rː - n a ŋ -,LexStat
1069,1069,3651,p i - r a,LexStat
1070,1070,3628,n a m ɔ n a ŋ g - - a,LexStat
1071,1071,7192,h a - -,LexStat
1072,1072,6964,- k ə t e,LexStat
1073,1073,366,ɔ r o,LexStat
1074,1074,365,- a l i,LexStat
1075,1075,3773,- ɔ n ɔ ŋ,LexStat
1076,1076,3449,h a ɔ n ɔ ŋ,LexStat
1077,1077,7088,f a l i k a l i -,LexStat
1078,1078,144,- ɔ r ɔ l ɔ l ɔ ŋ,LexStat
1079,1079,144,- i t i l ɔ l ɔ ŋ,LexStat
1080,1080,616,- ɔ r ɔ l a ŋ -,LexStat
1081,1081,616,- a l i l a ŋ -,LexStat
1082,1082,4055,h ɛ k ɛ -,LexStat
1083,1083,5583,- - d i k ɛ -,LexStat
1084,1084,113,- u s u - - - - -,LexStat
1085,1085,209,p u n a m u ŋ,LexStat
1086,1086,4417,m a f a,LexStat
1087,1087,283,b i n a - t a ŋ,LexStat
1088,1088,1868,- - a h o,LexStat
1089,1089,5257,f a f e -,LexStat
1090,1090,1139,m a n u -,LexStat
1091,1091,5386,k a m o r e,LexStat
1092,1092,4201,t a - kː - e -,LexStat
1093,1093,1226,l a k o -,LexStat
1094,1094,1759,- - r u h a -,LexStat
1095,1095,2928,- - m a t ɔ -,LexStat
1096,1096,532,l a b ɛ r u ŋ,LexStat
1097,1097,2732,l a b ɛ r u ŋ,LexStat
1098,1098,6839,- i k u k u ŋ,LexStat
1099,1099,2542,- i k a - - - ŋ -,LexStat
1100,1100,6064,- - i dʒ - o -,LexStat
1101,1101,10393,i k a ŋ k a l a r u -,LexStat
1102,1102,1878,i k a ŋ k u dʒ a - e,LexStat
1103,1103,1606,b a p - - a,LexStat
1104,1104,4530,- - r e h a,LexStat
1105,1105,6614,t a m a l a t a h i,LexStat
1106,1106,10087,k e - a -,LexStat
1107,1107,10102,k e - a -,LexStat
1108,1108,681,- - - k o l o - ŋ -,LexStat
1109,1109,10604,k a p i k i ŋ,LexStat
1110,1110,1253,g a r a k u,LexStat
1111,1111,2327,f - - - - u l u k u ŋ,LexStat
1112,1112,3555,u h a r a ŋ -,LexStat
1113,1113,6396,- u l a - - - - - -,LexStat
1114,1114,5978,- a l a,LexStat
1115,1115,2124,- - t a l u k u ŋ,LexStat
1116,1116,2074,f a l i f a l i,LexStat
1117,1117,1019,f u l u f u l u,LexStat
1118,1118,2705,k a n a m u ŋ,LexStat
1119,1119,4590,k a - - p u ŋ,LexStat
1120,1120,301,k a - - rː e -,LexStat
1121,1121,3141,k a m a - r ɔ -,LexStat
1122,1122,4208,k a m ɛ r u ŋ - - - - - -,LexStat
1123,1123,6524,k a - - r a ŋ g a,LexStat
1124,1124,3371,k u t o -,LexStat
1125,1125,4304,k u t o k a l e h a -,LexStat
1126,1126,4617,- k u - t o - i n a -,LexStat
1127,1127,2627,a h o t a m e l a -,LexStat
1128,1128,4288,a h o k a m e l a,LexStat
1129,1129,603,t a m a dʒ ɔ ŋ,LexStat
1130,1130,660,b ei - ŋ - - -,LexStat
1131,1131,6341,k a - e -,LexStat
1132,1132,5040,u m a b a s a ŋ,LexStat
1133,1133,4872,u m a f u n ɔ ŋ,LexStat
1134,1134,5010,b ua b a p a ŋ,LexStat
1135,1135,10816,b ei l a m ɛ -,LexStat
1136,1136,10815,b ei k a f a e,LexStat
1137,1137,4018,p ə m a l a s a,LexStat
1138,1138,3570,p a l a t i ŋ,LexStat
1139,1139,1391,k a l ua ŋ,LexStat
1140,1140,3010,d i k ɛ - - - - - -,LexStat
1141,1141,430,- - - d a t ɛ - - - - -,LexStat
1142,1142,2965,p a nː - - o - -,LexStat
1143,1143,2182,- a m u k u ŋ,LexStat
1144,1144,4775,d a - - h ɛ -,LexStat
1145,1145,2259,- - dʒ o a - - ŋ,LexStat
1146,1146,10374,ɛ l ɛ -,LexStat
1147,1147,1962,m a - - r a -,LexStat
1148,1148,1987,p ei ŋ p a k ia ŋ,LexStat
1149,1149,4223,b ə l a h a k a ŋ,LexStat
1150,1150,6853,b a l ɔ l ɔ -,LexStat
1151,1151,6106,m a k u -,LexStat
1152,1152,6116,f e r o -,LexStat
1153,1153,7130,m a n i - p i - - - - -,LexStat
1154,1154,6293,k u r u s u,LexStat
1155,1155,7115,- - g a - p a - - - - - -,LexStat
1156,1156,5792,g a - - l ɔ k ɔ,LexStat
1157,1157,1659,- k - - ui -,LexStat
1158,1158,4094,t a r a,LexStat
1159,1159,1840,k a l i t a -,LexStat
1160,1160,1309,- l a h i ŋ,LexStat
1161,1161,6073,d a - - kː ɛ - - - - -,LexStat
1162,1162,773,k u m b u -,LexStat
1163,1163,3399,b aː - - - - - - - - - -,LexStat
1164,1164,4116,b ɛ r u,LexStat
1165,1165,6683,- m o l - - o -,LexStat
1166,1166,10518,p a l e ŋ - - a -,LexStat
1167,1167,4740,k - - - - i p ɛ - - -,LexStat
1168,1168,1583,m u - r o -,LexStat
1169,1169,10757,h - - a l a - -,LexStat
1170,1170,5619,- - t a h a - - -,LexStat
1171,1171,5739,f ou - -,LexStat
1172,1172,5753,n i h i ŋ,LexStat
1173,1173,703,p ei -,LexStat
1174,1174,6779,t a ŋ g e,LexStat
1175,1175,6491,g - i l o -,LexStat
1176,1176,5871,p a - r ɔ,LexStat
1177,1177,2610,n a p u k u ŋ,LexStat
1178,1178,6379,h a m e l u - - -,LexStat
1179,1179,5758,k a r - - ɔ -,LexStat
1180,1180,714,m - - i t ɛ - - - - ŋ,LexStat
1181,1181,10465,- b u - - r - - - - a,LexStat
1182,1182,5420,m e - - a ŋ - -,LexStat
1183,1183,3197,- - - i dʒ ɔ ŋ -,LexStat
1184,1184,753,p a h e l ɛ ŋ,LexStat
1185,1185,10775,k u - - m - - ɔ ŋ,LexStat
1186,1186,6178,b ə l a r - a -,LexStat
1187,1187,6183,p a - - - - l a t i ŋ,LexStat
1188,1188,6158,m a n ia - ŋ,LexStat
1189,1189,7151,o n ɔ ŋ m a r a -,LexStat
1190,1190,3663,t u k a ŋ m a l u -,LexStat
1191,1191,724,m a t a ŋ d a t e,LexStat
1192,1192,1738,k a m u k ɛ -,LexStat
1193,1193,5952,- - t a - - - k u,LexStat
1194,1194,247,- - - - - - k a l a k i - -,LexStat
1195,1195,9140,s ɛ r u -,LexStat
1196,1196,9133,k a l a l a ŋ,LexStat
1197,1197,8438,h a ŋ g e,LexStat
1198,1198,8420,d a ŋ a - - - - -,LexStat
1199,1199,9326,m a r e,LexStat
1200,1200,9614,i ŋ a,LexStat
1201,1201,9593,g a n o k u ŋ,LexStat
1202,1202,8624,k oi ŋ,LexStat
1203,1203,9077,t u t u - - - - - -,LexStat
1204,1204,9344,t u - t u - - - - - -,LexStat
